chr	win	n_bins	med_log2r	mean_nT	mean_nN	med_nT	med_nN	n_zeroN	n_zeroT	pb_med	u_tandup	u_trf	u_sat	u_rrna	mb	rep_frac	has_gap
chr10	0	25	-2.13970809579371	0.375180055401662	1.64296977660972	0.327562326869806	1.41392904073587	0	0	1.79460126674188	463505	5e+05	0	0	0	1	FALSE
chr10	1	25	-1.03683882602886	0.830775623268698	1.77363994743758	0.763850415512465	1.66360052562418	0	0	1.10964466438042	344513	75587	426	13882	0.5	0.17979	FALSE
chr10	2	25	0.62805055758743	1.66285318559557	1.13566360052562	1.63365650969529	1.11038107752957	0	0	0.915131645088862	344023	17308	851	0	1	0.036318	FALSE
chr10	3	25	0.312131963106453	1.70313019390582	1.30622864651774	1.62049861495845	1.31800262812089	0	0	0.911691111582757	302148	15844	978	120	1.5	0.033884	FALSE
chr10	4	25	0.189814320048694	1.45559556786704	1.46507227332457	1.41412742382271	1.080814717477	0	0	0.870851532042761	372358	20188	198	122	2	0.041016	FALSE
chr10	5	25	-0.0797280187408801	1.21952908587258	1.20725361366623	0.950831024930748	1.08409986859396	0	0	1.08882273433049	309306	15646	0	121	2.5	0.031534	FALSE
chr10	6	25	-0.0887557336079969	1.16797783933518	1.34946123521682	0.986842105263158	0.959264126149803	0	0	0.867718189028273	301305	21545	424	0	3	0.043938	FALSE
chr10	7	25	0.128991342159977	0.933379501385042	0.884021024967148	0.939750692520776	0.769382391590013	0	0	1.057115090314	155830	15338	213	232	3.5	0.031566	FALSE
chr10	8	25	0.0239997340715838	2.30734072022161	2.36956636005256	2.34487534626039	2.23258869908016	0	0	0.882580623540845	186462	27826	425	0	4	0.056502	FALSE
chr10	9	25	0.615595943651236	2.44506925207756	1.73742444152431	2.58725761772853	1.67739816031537	0	0	0.89279610370751	346341	26040	1222	0	4.5	0.054524	FALSE
chr10	10	25	0.149661671288429	3.49058171745152	3.40617608409987	3.68074792243767	3.20630749014455	0	0	0.798013873839658	324462	25270	857	0	5	0.052254	FALSE
chr10	11	25	0.369806052759006	2.88049861495845	2.36315374507227	3.02908587257618	2.11103810775296	0	0	0.812580288423945	305505	25326	634	0	5.5	0.05192	FALSE
chr10	12	25	0.227380592357636	2.04800554016621	1.74168199737188	2.06509695290859	1.77529566360053	0	0	0.81716580467153	342231	29984	424	0	6	0.060816	FALSE
chr10	13	25	0.562710096245519	1.53667590027701	1.08720105124836	1.5685595567867	1.02759526938239	0	0	0.887199651478424	252097	20089	200	0	6.5	0.040578	FALSE
chr10	14	25	0.453511576225533	2.17634349030471	1.75986859395532	2.34072022160665	1.59855453350854	0	0	0.703779001575049	354661	23640	959	121	7	0.04944	FALSE
chr10	15	25	0.335964927693292	1.96939058171745	1.76013140604468	1.74445983379501	1.54270696452037	0	0	0.786033444666615	334853	24236	422	125	7.5	0.049566	FALSE
chr10	16	25	0.151846469849673	0.899030470914127	0.781314060446781	0.911357340720222	0.66688567674113	0	0	0.803079724310497	235335	19351	638	0	8	0.039978	FALSE
chr10	17	25	0.290517616778455	0.893961218836565	0.746911957950066	0.907894736842105	0.695795006570302	0	0	0.900470280716257	297145	16142	424	117	8.5	0.033366	FALSE
chr10	18	25	0.17715518567096	0.816703601108033	0.735505913272011	0.799168975069252	0.634691195795007	0	0	0.937383407245227	281769	19713	0	0	9	0.039426	FALSE
chr10	19	25	0.331415172333	1.13340720221607	0.882759526938239	1.14681440443213	0.777266754270697	0	0	0.789529830989377	337880	22462	638	0	9.5	0.0462	FALSE
chr10	20	25	0.907426212315561	1.78135734072022	1.13285151116951	1.77008310249307	0.986202365308804	0	0	0.777231040761386	341305	23494	636	0	10	0.04826	FALSE
chr10	21	25	0.194525122341875	3.05675900277008	2.94162943495401	3.12257617728532	2.74704336399474	0	0	0.840797131399337	303570	25983	846	126	10.5	0.05391	FALSE
chr10	22	25	0.167747307014084	2.91418282548477	2.95650459921156	2.83864265927978	2.13272010512484	0	0	0.789412540074396	363910	16148	1911	0	11	0.036118	FALSE
chr10	23	25	0.111757665972943	2.28415512465374	2.15952693823916	2.63227146814404	2.24375821287779	0	0	0.742725170630355	359707	19655	2121	0	11.5	0.043552	FALSE
chr10	24	25	-0.0481508630932083	1.72592797783934	1.74680683311432	1.91551246537396	1.60775295663601	0	0	0.847220205314954	366957	16280	426	0	12	0.033412	FALSE
chr10	25	25	-0.615670130980486	0.924349030470914	1.36028909329829	0.921052631578947	1.41130091984231	0	0	1.03189195831146	435373	12357	425	0	12.5	0.025564	FALSE
chr10	26	25	-0.21360900057861	2.91027700831025	3.49127463863338	3.14750692520776	3.28712220762155	0	0	0.77648819829984	424475	19242	213	0	13	0.03891	FALSE
chr10	27	25	0.109101718598705	3.01470914127424	3.16735873850197	2.93836565096953	3.19776609724047	0	0	0.837814590989824	384279	19370	1275	0	13.5	0.04129	FALSE
chr10	28	25	-0.120010961113571	3.31927977839335	4.48189224704336	3.56232686980609	4.44480946123522	0	0	0.859854112442891	346073	15685	1664	0	14	0.034698	FALSE
chr10	29	25	0.00329015348478486	3.54529085872576	4.38628120893561	3.76731301939058	3.29303547963206	0	0	0.775343215558361	281758	14165	1700	0	14.5	0.03173	FALSE
chr10	30	25	-0.361089792459834	3.91972299168975	5.66890932982917	3.87603878116344	4.96057818659658	0	0	0.797114643491471	211824	16305	1437	0	15	0.035484	FALSE
chr10	31	25	0.184849087689405	2.92939058171745	2.94170827858081	3.06163434903047	2.26478318002628	0	0	0.900118407971314	462688	16001	3471	0	15.5	0.038944	FALSE
chr10	32	25	0.603005731871905	2.77371191135734	1.98833114323259	2.96191135734072	1.94086727989488	0	0	0.853805252398878	220558	22087	1441	0	16	0.047056	FALSE
chr10	33	25	0.372276560713397	2.71770083102493	2.38862023653088	3.04570637119114	2.15900131406045	0	0	0.80732453837647	323420	23360	1433	0	16.5	0.049586	FALSE
chr10	34	25	0.0945132947837216	3.59689750692521	3.68304862023653	3.73337950138504	3.43495400788436	0	0	0.83749064465321	233972	22326	845	0	17	0.046342	FALSE
chr10	35	25	0.338809713515257	2.61745152354571	2.44331143232589	2.78185595567867	1.99868593955322	0	0	0.73602283263145	327893	21123	856	0	17.5	0.043958	FALSE
chr10	36	25	0.295182789194297	2.13448753462604	2.03858081471748	2.36703601108033	1.78120893561104	0	0	0.708196959372661	262240	20040	639	121	18	0.0416	FALSE
chr10	37	25	0.332142856787529	2.04800554016621	1.64985545335085	2.34695290858726	1.40670170827858	0	0	0.809379922029468	307321	23369	846	0	18.5	0.04843	FALSE
chr10	38	25	0.809036431242068	2.18675900277008	1.32412614980289	2.19113573407202	1.15703022339028	0	0	0.805660124440076	175380	21098	638	0	19	0.043472	FALSE
chr10	39	25	0.3359043297526	1.56288088642659	1.19011826544021	1.51939058171745	1.15834428383706	0	0	0.855882977178539	252761	20868	430	0	19.5	0.042596	FALSE
chr10	40	25	0.752045671542749	2.24349030470914	1.44354796320631	2.33448753462604	1.43101182654402	0	0	0.751192457635639	310076	19440	212	0	20	0.039304	FALSE
chr10	41	25	0.324621790458559	2.72678670360111	2.2642049934297	2.91551246537396	2.09264126149803	0	0	0.795992001876655	245093	17999	851	0	20.5	0.0377	FALSE
chr10	42	25	0.591420139145375	1.80041551246537	1.24901445466491	1.78254847645429	1.19776609724047	0	0	0.826543492588331	165228	20963	0	120	21	0.042166	FALSE
chr10	43	25	0.141986807074147	0.730249307479224	0.678318002628121	0.663434903047091	0.599868593955322	0	0	0.935847454787145	290237	19121	210	0	21.5	0.038662	FALSE
chr10	44	25	-0.220077782594521	0.487534626038781	0.543994743758213	0.505540166204986	0.512483574244415	0	0	1.00576959596072	161312	14309	0	0	22	0.028618	FALSE
chr10	45	25	-0.601485815545527	0.391440443213296	0.621997371879106	0.3898891966759	0.550591327201051	0	0	0.952620055629405	256634	13440	424	0	22.5	0.027728	FALSE
chr10	46	25	-0.552383921784732	0.368808864265928	0.500183968462549	0.35803324099723	0.471090670170828	0	0	1.03318215837625	152133	13352	217	0	23	0.027138	FALSE
chr10	47	25	-0.88284869862658	0.35387811634349	0.607043363994744	0.332409972299169	0.574901445466491	0	0	1.04372717016119	262638	12605	0	0	23.5	0.02521	FALSE
chr10	48	25	-0.905459977009727	0.376786703601108	0.688147174770039	0.369113573407202	0.66622864651774	0	0	1.01657711598396	230846	11767	213	0	24	0.02396	FALSE
chr10	49	25	-0.548324314552009	0.420498614958449	0.618291721419185	0.400969529085873	0.569645203679369	0	0	1.05008880597849	181326	13741	637	0	24.5	0.028756	FALSE
chr10	50	25	-0.243922815308997	0.556537396121884	0.782759526938239	0.512465373961219	0.567017082785808	0	0	1.0669507713274	297544	14257	0	0	25	0.028514	FALSE
chr10	51	25	0.0624771008540529	0.798670360110803	0.86880420499343	0.666897506925208	0.766754270696452	0	0	0.998983478736833	329389	16313	586	0	25.5	0.033798	FALSE
chr10	52	25	-0.547264744120712	0.450138504155125	0.733455978975033	0.485457063711911	0.651773981603154	0	0	1.10189229342836	256175	9538	213	0	26	0.019502	FALSE
chr10	53	25	-0.696580880852546	0.380526315789474	0.627989487516426	0.358725761772853	0.528252299605782	0	0	1.053037834698	210332	11000	427	120	26.5	0.023094	FALSE
chr10	54	25	-0.584926898620091	0.427562326869806	0.690065703022339	0.416897506925208	0.586070959264126	0	0	0.949503468459914	184957	12283	213	0	27	0.024992	FALSE
chr10	55	25	-0.561033791540298	0.424930747922438	0.612483574244415	0.422437673130194	0.526938239159001	0	0	1.02110677941489	225736	13187	639	0	27.5	0.027652	FALSE
chr10	56	25	0.349469028937335	1.25952908587258	1.02601839684625	1.15443213296399	0.911957950065703	0	0	0.775974352386591	269719	16313	851	0	28	0.034328	FALSE
chr10	57	25	0.824821675090636	1.90304709141274	1.18388961892247	1.72991689750693	0.987516425755585	0	0	0.788284313177914	296937	18383	637	0	28.5	0.03804	FALSE
chr10	58	25	0.7381044545777	1.36060941828255	0.84323258869908	1.34903047091413	0.757555847568988	0	0	0.884407010645547	270006	19357	204	122	29	0.039366	FALSE
chr10	59	25	0.70077273122233	1.55332409972299	1.12178712220762	1.50484764542936	0.802233902759527	0	0	0.937824644496822	321602	21650	0	0	29.5	0.0433	FALSE
chr10	60	25	0.462833428015552	0.876204986149585	0.707647831800263	0.89404432132964	0.638633377135348	0	0	1.02163738117313	297840	14838	0	0	30	0.029676	FALSE
chr10	61	25	0.663130290962358	1.66875346260388	1.16586070959264	1.64542936288089	1.06438896189225	0	0	0.961344265591314	408060	19295	1693	0	30.5	0.041976	FALSE
chr10	62	25	0.47045880939405	2.19847645429363	1.56667542706965	2.29847645429363	1.38699080157687	0	0	0.787049965929782	321145	21609	428	0	31	0.044074	FALSE
chr10	63	25	0.13442369322283	0.9102216066482	0.873455978975033	0.888504155124654	0.825229960578187	0	0	0.942711765954357	307821	15148	213	0	31.5	0.030722	FALSE
chr10	64	25	0.0572015229064697	0.504487534626039	0.54407358738502	0.515235457063712	0.497371879106439	0	0	0.949179522123301	240174	12347	213	0	32	0.02512	FALSE
chr10	65	25	-0.0684092192704206	0.524570637119114	0.647201051248357	0.489612188365651	0.521024967148489	0	0	1.01504116352588	169220	11483	0	5036	32.5	0.033038	FALSE
chr10	66	25	-0.143645317242502	0.719612188365651	0.803101182654402	0.706371191135734	0.734559789750328	0	0	0.938204443650093	291167	12655	426	0	33	0.026162	FALSE
chr10	67	25	0.295806393439797	1.4815512465374	1.1996320630749	1.26592797783934	1.04533508541393	0	0	0.904184493023983	289861	13804	1062	0	33.5	0.029732	FALSE
chr10	68	25	-0.0631511001133571	1.26216066481994	1.44378449408673	0.829639889196676	0.900788436268068	0	0	1.05968990516192	331968	13442	214	0	34	0.027312	FALSE
chr10	69	25	0.446854047431102	2.24346260387812	1.79429697766097	2.31232686980609	1.41458607095926	0	0	0.961444800661297	378217	17747	2079	0	34.5	0.039652	FALSE
chr10	70	25	0.291810266236408	2.71113573407202	2.38622864651774	2.74376731301939	2.13074901445466	0	0	0.807346879503133	367440	20668	1062	0	35	0.04346	FALSE
chr10	71	25	0.479651983054856	2.07440443213296	1.66220762155059	1.98337950138504	1.20565045992116	0	0	0.935093441762268	284825	17961	845	122	35.5	0.037856	FALSE
chr10	72	25	0.259044506622413	2.86509695290859	2.54044678055191	3.09972299168975	2.55321944809461	0	0	0.800828855799198	311511	20885	1702	0	36	0.045174	FALSE
chr10	73	25	0.549750074558258	2.65116343490305	2.16636005256242	2.71468144044321	1.78580814717477	0	0	0.86577451100859	385822	17457	1696	0	36.5	0.038306	FALSE
chr10	74	25	0.634751351006827	2.7487811634349	1.83061760840999	2.70706371191136	1.66819973718791	0	0	0.79077534880084	339068	24154	849	0	37	0.050006	FALSE
chr10	75	25	0.522222344942388	2.62675900277008	1.933061760841	2.64819944598338	2.03745072273325	0	0	0.814345237430324	324885	20265	1248	0	37.5	0.043026	FALSE
chr10	76	25	0.394662010441967	2.50030470914127	1.98641261498029	2.60941828254848	1.72141918528252	0	0	0.845756861518526	431010	18986	2490	0	38	0.042952	FALSE
chr10	77	25	0.578780523253416	2.59191135734072	1.93427069645204	2.60180055401662	1.55059132720105	0	0	0.905184258442153	291701	20362	423	0	38.5	0.04157	FALSE
chr10	78	25	0.507373255312365	1.12069252077562	0.905519053876478	0.835872576177285	0.766754270696452	0	0	1.08553300342936	344321	14049	1695	0	39	0.031488	FALSE
chr10	79	25	0.52004904107718	3.17540166204986	2.32770039421813	3.18698060941828	2.17739816031537	0	0	0.765429340601647	372924	19238	1274	122	39.5	0.041268	FALSE
chr10	80	25	0.508906635991762	1.89285318559557	1.39356110381078	1.55401662049862	1.22601839684625	0	0	0.790864713307492	356551	18743	1073	0	40	0.039632	FALSE
chr10	81	25	0.45640270993579	1.09673130193906	0.818186596583443	0.984764542936288	0.840998685939553	0	0	0.863166184470683	313191	19459	851	0	40.5	0.04062	FALSE
chr10	82	25	0.102337483818547	0.635013850415513	0.655847568988173	0.619113573407202	0.553219448094612	0	0	0.969554629639973	299819	12120	212	0	41	0.024664	FALSE
chr10	83	25	0.749302995891877	1.41213296398892	0.932378449408673	1.45152354570637	0.777923784494087	0	0	1.05554562616593	279474	20150	0	122	41.5	0.040544	FALSE
chr10	84	25	0.507827833430568	2.78634349030471	2.15250985545335	3.05609418282549	1.93955321944809	0	0	0.762201047798841	321400	21995	1008	122	42	0.04625	FALSE
chr10	85	25	0.538966566518557	2.64819944598338	1.95432325886991	2.71052631578947	1.75886990801577	0	0	0.603567877928084	464152	22711	1432	121	42.5	0.048528	FALSE
chr10	86	25	0.219054511739655	1.31423822714681	1.19587385019711	1.10803324099723	1.09132720105125	0	0	0.898381385373264	334416	16794	499	0	43	0.034586	FALSE
chr10	87	25	-0.253802089728131	0.96	1.14943495400788	0.909279778393352	1.22601839684625	0	0	1.05440064342445	329163	11809	0	0	43.5	0.023618	FALSE
chr10	88	25	-0.0626400559865709	2.62293628808864	3.31629434954008	2.4909972299169	2.53416557161629	0	0	0.811524670189118	305380	19763	613	0	44	0.040752	FALSE
chr10	89	25	0.220807786337418	2.74457063711911	2.37453350854139	2.86288088642659	2.29172141918528	0	0	0.847577663341562	306437	18129	369	0	44.5	0.036996	FALSE
chr10	90	25	0.579069364350967	3.14894736842105	2.70462549277267	3.22299168975069	2.13272010512484	0	0	0.871745177109282	283358	11745	1598	123	45	0.026932	FALSE
chr10	91	25	0.464533667972302	2.90171745152355	2.72515111695138	2.95360110803324	1.72798948751643	0	0	0.948771796561701	376973	12511	2486	0	45.5	0.029994	FALSE
chr10	92	25	0.400740176128537	2.78526315789474	2.14583442838371	2.70637119113573	1.97766097240473	0	0	0.904765362317222	301859	19205	1915	0	46	0.04224	FALSE
chr10	93	25	0.378331695227694	2.54725761772853	2.35511169513798	2.5983379501385	1.70893561103811	0	0	0.82024329486936	365681	16813	1279	243	46.5	0.03667	FALSE
chr10	94	25	0.813676913590891	1.66401662049862	1.09227332457293	1.50346260387812	0.918528252299606	0	0	1.04152656918488	328929	14328	1854	0	47	0.032364	FALSE
chr10	95	25	0.408898577174488	1.78963988919668	1.38189224704336	1.71191135734072	1.40078843626807	0	0	0.956552093922097	415185	17889	2759	0	47.5	0.041296	FALSE
chr10	96	25	0.98609266873459	1.82531855955679	1.06057818659658	1.95567867036011	1.04336399474376	0	0	0.883066543045766	226392	22099	0	366	48	0.04493	FALSE
chr10	97	25	0.744372725727477	1.41371191135734	0.945676741130092	1.41828254847645	0.775952693823916	0	0	0.893449581662403	196076	17083	213	0	48.5	0.034592	FALSE
chr10	98	25	0.847267300799075	1.72423822714681	1.14806833114323	1.51939058171745	0.835742444152431	0	0	0.901146099797813	228644	14058	634	0	49	0.029384	FALSE
chr10	99	25	0.627453240252185	1.09925207756233	0.836136662286465	1.09418282548476	0.709592641261498	0	0	0.868371666983166	244306	16820	213	0	49.5	0.034066	FALSE
chr10	100	25	0.514859654233486	1.65930747922438	1.17103810775296	1.47091412742382	1.19908015768725	0	0	0.950089923034819	197786	15914	213	0	50	0.032254	FALSE
chr10	101	25	0.327721473039389	1.17396121883657	1.10833114323259	1.07063711911357	0.853482260183968	0	0	1.01274561276125	225499	18279	428	0	50.5	0.037414	FALSE
chr10	102	25	0.624225115708878	1.01703601108033	0.773140604467806	1.02285318559557	0.668856767411301	0	0	0.967733827816937	201171	12320	0	0	51	0.02464	FALSE
chr10	103	25	0.196264620001494	0.876038781163435	0.757739816031537	0.82202216066482	0.641261498028909	0	0	0.949888852894851	148637	15343	212	0	51.5	0.03111	FALSE
chr10	104	25	0.255447036947087	1.5506648199446	1.32591327201051	1.3601108033241	1.25295663600526	0	0	0.891142860334447	229459	14901	421	0	52	0.030644	FALSE
chr10	105	25	0.660515346146766	2.22554016620499	1.41668856767411	2.22160664819945	1.20630749014455	0	0	0.788770232682834	225347	20003	638	1872	52.5	0.045026	FALSE
chr10	106	25	0.494817187373669	2.30795013850416	1.74562417871222	2.13781163434903	1.4796320630749	0	0	0.848063582846483	250908	19395	637	0	53	0.040064	FALSE
